;ADR;AVG_PRICE;STANDARD_DEVIATION;COEF_OF_VARIATION;AVG_PRICE_>_0;year_house;house_info
145;"
 Халтуринская ул., 15
 ";180910.85;22901.22136759304;0.12658843495342065;True;Дом 1969 года;9 этажейКирпичное зданиеЦентральное отопление2,64 м потолки286 квартирГазЛифтМусоропровод
146;"
 Одесская ул., 11
 ";196433.55555555556;23073.149266631266;0.11746032494995842;True;Дом 1968 года;12 этажейБлочное здание2,64 м потолки84 квартирыЛифтМусоропровод
147;"
 Жигулёвская ул., 10
 ";184996.64285714287;29717.139522040965;0.1606361016236872;True;Дом 1965 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолки72 квартирыГазЛифтМусоропровод
148;"
 ул. Авиаторов, 11к1
 ";146514.15;42943.85135997352;0.29310378117044344;True;Дом 1984 года;12 этажейПанельное здание158 квартирГаза нетЛифтМусоропровод
149;"
 ул. Фотиевой, 3
 ";288773.6;42330.825194413585;0.1465882795186734;True;Дом 1958 года;8 этажейКирпичное зданиеЦентральное отопление158 квартирГазЛифтМусоропровод
150;"
 5-й Красносельский пер., 5
 ";0.0;0.0;0.0;False;"
 5-й Красносельский пер., 5
 ";"
 5-й Красносельский пер., 5
 "
151;"
 Домодедовская ул., 7к2
 ";163697.95;19267.527644913345;0.11770170393039951;True;Дом 1973 года;9 этажейПанельное зданиеЦентральное отопление2,64 м потолкиГазЛифтМусоропровод
152;"
 ул. Расплетина, 1
 ";204335.525;50062.64996930721;0.2450021843695912;True;Дом 1958 года;5 этажейКирпичное здание3,00 м потолки60 квартирГазЛифт отсутствуетМусоропровода нет
153;"
 ул. Ухтомского Ополчения, 8
 ";148424.1;18915.68821349094;0.12744350960181627;True;Дом 2014 года;17 этажейПанельное зданиеЦентральное отопление2,74 м потолки384 квартирыГаза нетЛифтМусоропровод
154;"
 Рождественская ул., 29
 ";134483.975;16549.471829166483;0.12305906208651612;True;Дом 2016 года;19 этажейПанельное зданиеЦентральное отопление2,70 м потолки467 квартирГаза нетЛифтМусоропровод
155;"
 ул. Головачёва, 3к3
 ";123910.5;13490.866950404981;0.10887589792959419;True;Дом 1975 года;12 этажейПанельное здание2,48 м потолки168 квартирГаза нетЛифтМусоропровод
156;"
 ул. Подольских Курсантов, 4к1
 ";160882.525;13654.185847181625;0.08487053424342778;True;Дом 1973 года;14 этажейПанельное здание2,64 м потолки94 квартирыГазЛифтМусоропровод
157;"
 3-я Парковая ул., 44к1
 ";152852.2;23264.969963659958;0.15220565987051515;True;Дом 1960 года;Дом входит в программу сноса пятиэтажек в Москве, подробнее.5 этажейПанельное зданиеЦентральное отопление2,48 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
158;"
 Краснобогатырская ул., 21
 ";166059.85;39552.50602967529;0.23818223387336127;True;Дом 1974 года;Монолитное здание2,64 м потолки427 квартирГазЛифтМусоропровод
159;"
 ул. Академика Павлова, 12к1
 ";165917.42307692306;19661.70101056107;0.11850293143382214;True;Дом 1964 года;5 этажейКирпичное зданиеЦентральное отоплениеГазЛифт отсутствуетМусоропровода нет
160;"
 Нижняя Первомайская ул., 59
 ";178263.2;24146.596451881163;0.13545474585826553;True;Дом 1984 года;17 этажейПанельное зданиеЦентральное отопление2,64 м потолки406 квартирГаза нетЛифтМусоропровод
161;"
 ул. Мельникова, 17
 ";189739.9642857143;35993.33064956235;0.1896982050410996;True;Дом 1962 года;5 этажейКирпичное здание80 квартирГазЛифт отсутствуетМусоропровода нет
162;"
 Солдатский пер., 10
 ";273395.55;43393.279410497424;0.15871977217806738;True;Дом 2016 года;17 этажейМонолитное здание3,00 м потолки407 квартирГаза нетЛифтМусоропровод
163;"
 Пролетарский пр-т, 3
 ";195482.975;22211.654593352003;0.11362449642150167;True;Дом 2002 года;22 этажаПанельное зданиеЦентральное отопление431 квартираГаза нетЛифтМусоропровод
164;"
 Щёлковское ш., 17к1
 ";153582.36363636365;26394.274254338252;0.17185745569609717;True;Дом 1965 года;12 этажейПанельное зданиеЦентральное отопление2,64 м потолки96 квартирГазЛифтМусоропровод
165;"
 Волгоградский пр-т, 26А
 ";244967.25;27525.510926911058;0.11236404428310746;True;Дом 2003 года;24 этажаКирпичное зданиеЦентральное отопление161 квартираЛифтМусоропровод
166;"
 пр-т Вернадского, 70А
 ";212564.86111111112;27966.789046367892;0.13156826062492613;True;Дом 1969 года;16 этажейПанельное зданиеЦентральное отопление2,64 м потолки107 квартирГазЛифтМусоропровод
167;"
 пр-т 40 лет Октября, 4к2
 ";150645.2;20841.399139933;0.13834758186741428;True;Дом 1976 года;9 этажейПанельное здание2,64 м потолки216 квартирЛифтМусоропровод
168;"
 9-я Парковая ул., 7
 ";189364.03125;24364.505808250524;0.1286649087866338;True;Дом 1973 года;12 этажейКирпичное зданиеЦентральное отопление165 квартирГазЛифтМусоропровод
169;"
 Большая Почтовая ул., 18/20к3
 ";0.0;0.0;0.0;False;"
 Большая Почтовая ул., 18/20к3
 ";"
 Большая Почтовая ул., 18/20к3
 "
170;"
 ул. Цюрупы, 12к2
 ";164910.125;20082.927766954406;0.12178104750666101;True;Дом 1963 года;5 этажейПанельное зданиеЦентральное отопление2,64 м потолки80 квартирГазЛифт отсутствуетМусоропровода нет
171;"
 Аптекарский пер., 1
 ";192801.1;22280.61559046338;0.11556269954094339;True;Дом;Лифт
172;"
 Хабаровская ул., 14к2
 ";145144.575;20771.413804658918;0.14310844070237497;True;Дом 1973 года;9 этажейПанельное здание2,64 м потолки287 квартирЛифтМусоропровод
