;0;1;2;3;4;5
2521;6300000;"
 2-к квартира, 62 м², 4/18 эт.
 ";/moskva/kvartiry/2-k_kvartira_62_m_418_et._1970302680;"
 рабочий пос. Дрожжино, Южная ул., 19к1
 ";Улица Скобелевская; 3,9 км
2522;10400000;"
 2-к квартира, 57 м², 7/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_57_m_725_et._2013564994;"
 Муравская ул., 38к2
 ";Пятницкое шоссе; 1,4 км
2523;10500000;"
 2-к квартира, 45 м², 10/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_1014_et._2006419414;"
 Просторная ул., 14к1
 ";Бульвар Рокоссовского; 1,2 км
2524;13200000;"
 2-к квартира, 50.6 м², 7/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_50.6_m_716_et._2010101533;"
 Староалексеевская ул., 14к1
 ";Алексеевская; 200 м
2525;11700000;"
 2-к квартира, 54 м², 17/18 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_1718_et._1966931349;"
 ул. Лихоборские Бугры, 12
 ";Лихоборы; 600 м
2526;13500000;"
 2-к квартира, 54 м², 20/22 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_2022_et._1957254282;"
 ул. Маршала Тухачевского, 37/21
 ";Октябрьское поле; 1,8 км
2527;11200000;"
 2-к квартира, 55 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_35_et._1951442711;"
 Бойцовая ул., 17к1
 ";Бульвар Рокоссовского; 1,1 км
2528;8000000;"
 2-к квартира, 43.7 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_43.7_m_29_et._1802115975;"
 ул. Героев Панфиловцев, 12к1
 ";Планерная; 500 м
2529;11300000;"
 2-к квартира, 42 м², 6/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_42_m_612_et._1832796200;"
 Авиационная ул., 74к1
 ";Щукинская; 900 м
2530;8300000;"
 2-к квартира, 37.4 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_37.4_m_29_et._1928362605;"
 ул. Панфёрова, 20
 ";Профсоюзная; 1,1 км
2531;11300000;"
 2-к квартира, 57.9 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_57.9_m_35_et._1955737838;"
 с. Ромашково, Никольская ул., 8к1
 ";;
2532;12600000;"
 2-к квартира, 52 м², 4/7 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_47_et._1952321225;"
 Ленинградский пр-т, 33к5
 ";Динамо; 200 м
2533;11903000;"
 2-к квартира, 58.6 м², 2/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_58.6_m_217_et._1950434736;"
 Коломенская наб., 12
 ";Печатники; 2,2 км
2534;12650000;"
 2-к квартира, 75.5 м², 2/7 эт.
 ";/moskva/kvartiry/2-k_kvartira_75.5_m_27_et._1917504767;"
 Южнобутовская ул., 38к1
 ";Улица Горчакова; 300 м
2535;9100000;"
 2-к квартира, 56 м², 2/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_56_m_216_et._1973774515;"
 ул. Богданова, 54
 ";Солнцево; 100 м
2536;7250000;"
 2-к квартира, 48 м², 1/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_48_m_112_et._1967226504;"
 ул. Ивана Сусанина, 4к3
 ";Селигерская; 1,3 км
2537;11800000;"
 2-к квартира, 54.3 м², 13/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_54.3_m_1317_et._2013655171;"
 Ленинградское ш., 108к2
 ";Беломорская; 600 м
2538;7500000;"
 2-к квартира, 44.6 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.6_m_39_et._1964164384;"
 Дорожная ул., 7к1
 ";Улица академика Янгеля; 1,5 км
2539;8500000;"
 2-к квартира, 42.4 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.4_m_35_et._2001983256;"
 3-я Парковая ул., 36к1
 ";Первомайская; 1,2 км
2540;11000000;"
 2-к квартира, 50.3 м², 4/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_50.3_m_416_et._1980532601;"
 б-р Матроса Железняка, 22к1
 ";Коптево; 900 м
2541;12900000;"
 2-к квартира, 55 м², 7/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_717_et._1976707659;"
 Варшавское ш., 152к7
 ";Улица академика Янгеля; 700 м
2542;7400000;"
 2-к квартира, 53 м², 2/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_53_m_216_et._1981156180;"
 ул. Маршала Савицкого, 6к2
 ";р-н Южное Бутово;
2543;12500000;"
 2-к квартира, 53.2 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.2_m_15_et._1888695412;"
 Мосфильмовская ул., 28
 ";Ломоносовский проспект; 1,7 км
2544;8800000;"
 2-к квартира, 43.4 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_43.4_m_35_et._1995967175;"
 Каширское ш., 50к1
 ";Кантемировская; 1,4 км
2545;9500000;"
 2-к квартира, 53.5 м², 2/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.5_m_216_et._1981060707;"
 Абрамцевская ул., 8А
 ";Алтуфьево; 800 м
2546;12000000;"
 2-к квартира, 38 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_38_m_49_et._1952562894;"
 ул. 1905 года, 9с1
 ";Улица 1905 года; 100 м
2547;14300000;"
 2-к квартира, 45 м², 2/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_210_et._1996019245;"
 Шмитовский пр., 39к3
 ";Шелепиха; 400 м
2548;8500000;"
 2-к квартира, 37.7 м², 1/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_37.7_m_19_et._1803463450;"
 ул. Симоновский Вал, 7к2
 ";Пролетарская; 400 м
2549;14500000;"
 2-к квартира, 61 м², 1/6 эт.
 ";/moskva/kvartiry/2-k_kvartira_61_m_16_et._1859204947;"
 Кооперативная ул., 4к11
 ";Спортивная; 400 м
2550;10000000;"
 2-к квартира, 42.1 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.1_m_45_et._1996016902;"
 11-я Парковая ул., 3к2
 ";Первомайская; 600 м
2551;9500000;"
 2-к квартира, 53 м², 10/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_53_m_1014_et._2009639195;"
 ул. Римского-Корсакова, 1
 ";Отрадное; 1,4 км
2552;12299999;"
 2-к квартира, 52 м², 10/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_1012_et._1928391822;"
 Кирпичная ул., 14
 ";Семеновская; 800 м
2553;9900000;"
 2-к квартира, 47.5 м², 7/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_47.5_m_712_et._1981773681;"
 ул. Обручева, 61
 ";Калужская; 1,5 км
2554;10390000;"
 2-к квартира, 55 м², 11/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_1114_et._1937711592;"
 ул. Горчакова, 1к1
 ";Улица Горчакова; 700 м
2555;8000000;"
 2-к квартира, 43 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_35_et._1981166486;"
 б-р Матроса Железняка, 14к2
 ";Коптево; 1,3 км
2556;7600000;"
 2-к квартира, 42.5 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.5_m_49_et._1992940075;"
 Шоссейная ул., 37
 ";Печатники; 1,6 км
2557;12495000;"
 2-к квартира, 57.5 м², 28/32 эт.
 ";/moskva/kvartiry/2-k_kvartira_57.5_m_2832_et._1946417381;"
 Юго-Восточный административный округ, район Марьино
 ";Марьино; 2,3 км
2558;7990000;"
 2-к квартира, 40 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_39_et._1994314178;"
 Вишнёвая ул., 10
 ";Тушинская; 800 м
2559;11500000;"
 2-к квартира, 54.2 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_54.2_m_25_et._2010430509;"
 Никитинская ул., 15к2
 ";Измайловская; 1,4 км
2560;10900000;"
 2-к квартира, 54.3 м², 14/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_54.3_m_1417_et._2013546076;"
 Чоботовская ул., 3
 ";Новопеределкино; 200 м
2561;7490000;"
 2-к квартира, 55 м², 5/7 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_57_et._1378237050;"
 Алтуфьевское ш., 48к2
 ";Бибирево; 1,2 км
2562;7699000;"
 2-к квартира, 45 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_15_et._1774841387;"
 2-я Пугачёвская ул., 4к1
 ";Преображенская площадь; 800 м
2563;9000000;"
 2-к квартира, 45 м², 1/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_19_et._1951603665;"
 ул. Вилиса Лациса, 11к4
 ";Планерная; 600 м
2564;13700000;"
 2-к квартира, 51.8 м², 9/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.8_m_99_et._1950430553;"
 Международная ул., 26
 ";Римская; 500 м
2565;9600000;"
 2-к квартира, 45 м², 8/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_89_et._2013607106;"
 Широкая ул., 1к2
 ";Медведково; 600 м
2566;2100000;"
 2-к квартира, 45 м², 6/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_612_et._1287168101;"
 ул. Космонавтов, 16
 ";ВДНХ; 900 м
2567;14200000;"
 2-к квартира, 42.7 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42.7_m_35_et._1830710310;"
 ул. Куусинена, 6к7
 ";Полежаевская; 500 м
2568;12999000;"
 2-к квартира, 55 м², 3/18 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_318_et._1858886935;"
 Севастопольский пр-т, 22
 ";Крымская; 1,2 км
2569;8400000;"
 2-к квартира, 54.4 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_54.4_m_15_et._1850345901;"
 3-я Прядильная ул., 3
 ";Измайловская; 1,4 км
2570;9800000;"
 2-к квартира, 44.6 м², 6/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.6_m_612_et._2013570100;"
 ул. Новая Дорога, 5
 ";Лефортово; 900 м
2571;13300000;"
 2-к квартира, 56.7 м², 2/4 эт.
 ";/moskva/kvartiry/2-k_kvartira_56.7_m_24_et._1966556940;"
 ул. Артамонова
 ";Кунцевская; 1,5 км
2572;14500000;"
 2-к квартира, 45 м², 5/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_59_et._2001671690;"
 Овчинниковская наб., 22/24с2
 ";Новокузнецкая; 400 м
2573;14500000;"
 2-к квартира, 61.5 м², 3/26 эт.
 ";/moskva/kvartiry/2-k_kvartira_61.5_m_326_et._1868135415;"
 Авиационная ул., 63
 ";Щукинская; 500 м
2574;6213650;"
 2-к квартира, 52.4 м², 4/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_52.4_m_414_et._1960035489;"
 Долгопрудная аллея, 15к4
 ";р-н Северный;
2575;10000000;"
 2-к квартира, 53 м², 12/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_53_m_1214_et._1872048880;"
 Долгопрудная аллея, 15к1
 ";р-н Северный;
2576;9400000;"
 2-к квартира, 44.9 м², 2/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.9_m_29_et._1957585898;"
 Бутырская ул., 89
 ";Дмитровская; 200 м
2577;13300000;"
 2-к квартира, 68 м², 10/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_68_m_1017_et._1926547374;"
 ул. Грина, 18к1
 ";Улица Старокачаловская; 500 м
2578;7050000;"
 2-к квартира, 36 м², 7/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_36_m_79_et._1965798526;"
 15-я Парковая ул., 1/123к2
 ";Первомайская; 1,3 км
2579;8000000;"
 2-к квартира, 45.1 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.1_m_25_et._2006450356;"
 15-я Парковая ул., 52к1
 ";Щелковская; 1,3 км
2580;9200000;"
 2-к квартира, 47 м², 2/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_47_m_217_et._1965774296;"
 Профсоюзная ул., 128
 ";Коньково; 300 м
2581;6900000;"
 2-к квартира, 63.8 м², 2/2 эт.
 ";/moskva/kvartiry/2-k_kvartira_63.8_m_22_et._2009102450;"
 д. Вёшки, 5
 ";Алтуфьево; 3,9 км
2582;10510000;"
 2-к квартира, 53.3 м², 2/18 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.3_m_218_et._2012517937;"
 Профсоюзная ул., 128А
 ";Коньково; 500 м
2583;8800000;"
 2-к квартира, 43.9 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_43.9_m_35_et._2004770630;"
 Нагорный б-р, 19
 ";Нагорная; 600 м
2584;8638825;"
 2-к квартира, 59.1 м², 11/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_59.1_m_1125_et._1455721276;"
 Рождественская ул., 33
 ";Некрасовка; 200 м
2585;11900000;"
 2-к квартира, 45.5 м², 8/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.5_m_812_et._1821640405;"
 Маленковская ул., 16
 ";Сокольники; 400 м
2586;14700000;"
 2-к квартира, 58 м², 4/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_48_et._1940432114;"
 ул. Земляной Вал, 27с1
 ";Курская; 100 м
2587;8100000;"
 2-к квартира, 44 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_44_m_15_et._1999430018;"
 ул. Приорова, 14
 ";Сокол; 1,8 км
2588;8700000;"
 2-к квартира, 45 м², 9/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_99_et._1995138346;"
 Голубинская ул., 25к1
 ";Ясенево; 1 км
2589;9499000;"
 2-к квартира, 52 м², 10/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_1016_et._1317496658;"
 ул. Малышева, 32
 ";Волжская; 800 м
2590;13700000;"
 2-к квартира, 43.2 м², 12/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_43.2_m_1212_et._1996340842;"
 Шмитовский пр., 28
 ";Выставочная; 800 м
2591;13700000;"
 2-к квартира, 63.4 м², 6/6 эт.
 ";/moskva/kvartiry/2-k_kvartira_63.4_m_66_et._1930920380;"
 Ленинградское ш., 19
 ";Балтийская; 300 м
2592;13000000;"
 2-к квартира, 54 м², 4/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_416_et._1963996437;"
 Щербаковская ул., 11
 ";Семеновская; 500 м
2593;6900000;"
 2-к квартира, 45 м², 4/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_49_et._2006372267;"
 пр. Карамзина, 1к1
 ";Ясенево; 1,4 км
2594;9000000;"
 2-к квартира, 45.2 м², 8/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.2_m_89_et._1972388664;"
 ул. Миклухо-Маклая, 55
 ";Беляево; 500 м
2595;12199000;"
 2-к квартира, 65 м², 3/33 эт.
 ";/moskva/kvartiry/2-k_kvartira_65_m_333_et._1887522657;"
 ул. Поляны, 5Ак4
 ";Улица Скобелевская; 800 м
2596;12500000;"
 2-к квартира, 52.4 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_52.4_m_39_et._1953776685;"
 Аминьевское ш., 36
 ";Кунцевская; 1,1 км
2597;9650000;"
 2-к квартира, 52 м², 12/15 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_1215_et._1906004909;"
 Беловежская ул., 71
 ";Молодежная; 3,9 км
2598;11500000;"
 2-к квартира, 67 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_67_m_25_et._534237303;"
 Открытое ш., 2к4
 ";Бульвар Рокоссовского; 800 м
2599;13000000;"
 2-к квартира, 51.2 м², 9/15 эт.
 ";/moskva/kvartiry/2-k_kvartira_51.2_m_915_et._1957162786;"
 Ленинградский пр-т, 36
 ";Петровский парк; 200 м
2600;11790000;"
 2-к квартира, 54 м², 7/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_716_et._1980856046;"
 Заревый пр., 10
 ";Медведково; 300 м
2601;8730250;"
 2-к квартира, 65.7 м², 18/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_65.7_m_1825_et._1503388240;"
 Покровская ул., 12
 ";Некрасовка; 700 м
2602;9500000;"
 2-к квартира, 46 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_46_m_15_et._1966739445;"
 Дмитровское ш., 97к1
 ";Селигерская; 700 м
2603;10500000;"
 2-к квартира, 52.5 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_52.5_m_45_et._1201399316;"
 Новохорошёвский пр.
 ";Хорошево; 700 м
2604;7100000;"
 2-к квартира, 53.2 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.2_m_15_et._500019868;"
 Щербинка, Спортивная ул., 8
 ";;
2605;8800000;"
 2-к квартира, 43 м², 8/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_88_et._1974688704;"
 9-я Парковая ул., 5к3
 ";Первомайская; 500 м
2606;11200000;"
 2-к квартира, 72 м², 2/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_72_m_210_et._1928869101;"
 Мячковский б-р, 5к1
 ";Братиславская; 300 м
2607;11700000;"
 2-к квартира, 44 м², 8/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44_m_89_et._1789861858;"
 Ленинский пр-т, 79
 ";Университет; 1 км
2608;11300000;"
 2-к квартира, 53.7 м², 14/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.7_m_1417_et._1961351025;"
 б-р Дмитрия Донского, 10
 ";Улица Старокачаловская; 300 м
2609;12850000;"
 2-к квартира, 60 м², 6/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_60_m_68_et._1925110932;"
 ш. Энтузиастов, 20
 ";Авиамоторная; 100 м
2610;12500000;"
 2-к квартира, 54 м², 14/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_1414_et._2013645961;"
 ул. Пржевальского, 2
 ";Озёрная; 1,3 км
2611;8599000;"
 2-к квартира, 44.5 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.5_m_45_et._2004699677;"
 Севастопольский пр-т, 19к3
 ";Нагорная; 1 км
2612;10000000;"
 2-к квартира, 54.5 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_54.5_m_15_et._1994566331;"
 ул. Коминтерна, 9к2
 ";Бабушкинская; 1 км
2613;8798000;"
 2-к квартира, 52 м², 9/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_916_et._1964949041;"
 Клязьминская ул., 29к1
 ";Селигерская; 3,5 км
2614;9100000;"
 2-к квартира, 54 м², 7/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_714_et._1897845751;"
 Новая ул., 10
 ";Ховрино; 2,1 км
2615;9081850;"
 2-к квартира, 72.6 м², 23/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_72.6_m_2325_et._1037348624;"
 Покровская ул., 12
 ";Некрасовка; 700 м
2616;10200000;"
 2-к квартира, 52 м², 4/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_417_et._1956905536;"
 микрорайон Переделкино Ближнее
 ";Рассказовка; 1,5 км
2617;13500000;"
 2-к квартира, 64 м², 14/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_64_m_1417_et._1995232657;"
 ул. Главмосстроя, 8
 ";Говорово; 900 м
2618;13500000;"
 2-к квартира, 57 м², 3/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_57_m_317_et._984003677;"
 Смольная ул., 44к1
 ";Беломорская; 400 м
2619;8690500;"
 2-к квартира, 65.4 м², 21/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_65.4_m_2125_et._1602727738;"
 ул. Вертолётчиков, 1
 ";Некрасовка; 700 м
2620;13900000;"
 2-к квартира, 61 м², 1/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_61_m_117_et._1984183110;"
 ул. Космонавта Волкова, 29к1
 ";Сокол; 1,5 км
2621;10800000;"
 2-к квартира, 52 м², 7/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_712_et._1972238695;"
 ул. Плещеева, 26
 ";Бибирево; 1,2 км
2622;8850000;"
 2-к квартира, 46 м², 2/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_46_m_212_et._1917531467;"
 Бибиревская ул., 17
 ";Бибирево; 400 м
2623;9590000;"
 2-к квартира, 51 м², 1/7 эт.
 ";/moskva/kvartiry/2-k_kvartira_51_m_17_et._1972952673;"
 6-я Кожуховская ул., 27
 ";Кожуховская; 500 м
2624;8000000;"
 2-к квартира, 44.7 м², 7/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.7_m_79_et._1973612271;"
 Туристская ул., 20к1
 ";Планерная; 1 км
2625;7400000;"
 2-к квартира, 44.7 м², 5/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.7_m_55_et._1965806695;"
 Утренняя ул., 8
 ";Перово; 500 м
2626;13000000;"
 2-к квартира, 54 м², 16/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_1616_et._1981508790;"
 ул. Лобачевского, 100к1
 ";Мичуринский проспект; 500 м
2627;6300000;"
 2-к квартира, 45.3 м², 7/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.3_m_79_et._1977108085;"
 ул. Паустовского, 4
 ";Ясенево; 700 м
2628;7300000;"
 2-к квартира, 40 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_39_et._1974686689;"
 3-я Карачаровская ул., 14к1
 ";Стахановская; 800 м
2629;7600000;"
 2-к квартира, 43 м², 1/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_15_et._820510170;"
 Новогиреевская ул., 46
 ";Перово; 800 м
2630;13200000;"
 2-к квартира, 54 м², 7/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_717_et._1994329588;"
 Ленинский пр-т, 129А
 ";Тропарево; 700 м
2631;10200000;"
 2-к квартира, 64 м², 15/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_64_m_1517_et._1949045673;"
 Покровская ул., 17Ак3
 ";Некрасовка; 500 м
2632;10000000;"
 2-к квартира, 41 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_41_m_25_et._1973398792;"
 ул. Подвойского, 10
 ";Шелепиха; 800 м
2633;8000000;"
 2-к квартира, 44.2 м², 3/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_44.2_m_39_et._1961538109;"
 Шоссейная ул., 8
 ";Печатники; 400 м
2634;12490000;"
 2-к квартира, 54 м², 14/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_1416_et._2010795666;"
 Ленинский пр-т, 150
 ";Юго-Западная; 1,1 км
2635;14350000;"
 2-к квартира, 69.9 м², 8/16 эт.
 ";/moskva/kvartiry/2-k_kvartira_69.9_m_816_et._1956851140;"
 ул. Римского-Корсакова, 11к8
 ";Бибирево; 900 м
2636;9900000;"
 2-к квартира, 54 м², 2/26 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_226_et._1964309718;"
 Муравская ул., 38к2
 ";Пятницкое шоссе; 1,4 км
2637;7600000;"
 2-к квартира, 65.5 м², 25/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_65.5_m_2525_et._1957995012;"
 рабочий пос. Дрожжино, Новое ш., 2
 ";Улица Скобелевская; 3,1 км
2638;12950000;"
 2-к квартира, 55 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_55_m_25_et._1964453143;"
 1-я Боевская ул., 1к2
 ";Сокольники; 1 км
2639;13475000;"
 2-к квартира, 54 м², 7/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_54_m_717_et._1945500492;"
 Сходненская ул., 14
 ";Сходненская; 1 км
2640;8000000;"
 2-к квартира, 58 м², 6/24 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_624_et._1890965339;"
 квартал № 70
 ";Саларьево;
2641;15000000;"
 2-к квартира, 59.6 м², 5/8 эт.
 ";/moskva/kvartiry/2-k_kvartira_59.6_m_58_et._1641908796;"
 пр-т Мира, 81
 ";Алексеевская; 800 м
2642;13990000;"
 2-к квартира, 47 м², 9/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_47_m_912_et._1924543764;"
 Троицкая ул., 10с1
 ";Цветной бульвар; 400 м
2643;10800000;"
 2-к квартира, 56 м², 4/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_56_m_45_et._1978785584;"
 9-я ул. Соколиной Горы, 15
 ";Соколиная гора; 700 м
2644;10900000;"
 2-к квартира, 58 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_58_m_25_et._1981805356;"
 3-я Парковая ул., 33
 ";Измайловская; 800 м
2645;9300000;"
 2-к квартира, 52 м², 17/17 эт.
 ";/moskva/kvartiry/2-k_kvartira_52_m_1717_et._1930950010;"
 ул. Ухтомского Ополчения, 2
 ";Некрасовка; 400 м
2646;8100000;"
 2-к квартира, 45.3 м², 6/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_45.3_m_69_et._2012952892;"
 ул. Героев Панфиловцев, 3к1
 ";Сходненская; 500 м
2647;8000000;"
 2-к квартира, 40 м², 2/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_40_m_25_et._1809698958;"
 Автозаводская ул., 23к7
 ";ЗИЛ; 800 м
2648;11050000;"
 2-к квартира, 46.1 м², 3/23 эт.
 ";/moskva/kvartiry/2-k_kvartira_46.1_m_323_et._2013062272;"
 Сельскохозяйственная ул., 38к2
 ";Ботанический сад; 500 м
2649;9450000;"
 2-к квартира, 45 м², 2/10 эт.
 ";/moskva/kvartiry/2-k_kvartira_45_m_210_et._1964270583;"
 пр-т Андропова, 17к1
 ";Коломенская; 600 м
2650;8770000;"
 2-к квартира, 51 м², 5/10 эт.
 ";/moskva_zelenograd/kvartiry/2-k_kvartira_51_m_510_et._1956847670;;Зеленоград;
2651;8000000;"
 2-к квартира, 38 м², 11/12 эт.
 ";/moskva/kvartiry/2-k_kvartira_38_m_1112_et._1767266037;"
 Рязанский пр-т, 83/2к2
 ";Рязанский проспект; 300 м
2652;11500000;"
 2-к квартира, 53.5 м², 7/14 эт.
 ";/moskva/kvartiry/2-k_kvartira_53.5_m_714_et._1877700640;"
 Дубравная ул., 36
 ";Митино; 400 м
2653;13290000;"
 2-к квартира, 55.5 м², 8/11 эт.
 ";/moskva/kvartiry/2-k_kvartira_55.5_m_811_et._2001576437;"
 Волоколамское ш., 6
 ";Сокол; 900 м
2654;9990000;"
 2-к квартира, 43 м², 1/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_43_m_19_et._1981044179;"
 ул. Верземнека, 6
 ";Рижская; 400 м
2655;13500000;"
 2-к квартира, 69 м², 8/18 эт.
 ";/moskva/kvartiry/2-k_kvartira_69_m_818_et._1969960986;"
 Можайское ш., 45к1
 ";Молодежная; 2,8 км
2656;8900000;"
 2-к квартира, 42 м², 3/5 эт.
 ";/moskva/kvartiry/2-k_kvartira_42_m_35_et._1953220994;"
 7-я Парковая ул., 6к1
 ";Первомайская; 400 м
2657;11500000;"
 2-к квартира, 53 м², 1/9 эт.
 ";/moskva/kvartiry/2-k_kvartira_53_m_19_et._1976644372;"
 ул. Космонавта Волкова, 7
 ";Войковская; 800 м
2658;9221825;"
 2-к квартира, 63.1 м², 23/25 эт.
 ";/moskva/kvartiry/2-k_kvartira_63.1_m_2325_et._2007189984;"
 Рождественская ул., 33
 ";Некрасовка; 200 м
